"ID","MODULE","ER_ROW","CHILD_FK","PARENT_PK","SHEET_LABEL_COL1","OLD_VALUE","NEO_VALUE","STATUS","NOTES"
"PP-PI:ER#10","PP-PI","10","MLGT","MLGN","MLGT","MLGT(FK)->MLGN(PK) card= join=FROM MLGT JOIN MLGN ON MLGT.MATNR = MLGN.MATNR AND MLGT.LGNUM = MLGN.LGNUM","edge MLGN>MLGT kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MLGN/ + /neo/tables/MLGT/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#11","PP-PI","11","MDMA","MARC","MDMA","MDMA(FK)->MARC(PK) card= join=FROM MDMA JOIN MARC ON MDMA.MATNR = MARC.MATNR AND MDMA.WERKS = MARC.WERKS","edge MARC>MDMA kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARC/ + /neo/tables/MDMA/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#12","PP-PI","12","QMAT","MARC","QMAT","QMAT(FK)->MARC(PK) card= join=FROM QMAT JOIN MARC ON QMAT.MATNR = MARC.MATNR AND QMAT.WERKS = MARC.WERKS","edge MARC>QMAT kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARC/ + /neo/tables/QMAT/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#13","PP-PI","13","MCH1","MARA","MCH1","MCH1(FK)->MARA(PK) card= join=FROM MCH1 JOIN MARA ON MCH1.MATNR = MARA.MATNR","edge MARA>MCH1 kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARA/ + /neo/tables/MCH1/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#14","PP-PI","14","MCHA","MCH1","MCHA","MCHA(FK)->MCH1(PK) card= join=FROM MCHA JOIN MCH1 ON MCHA.MATNR = MCH1.MATNR AND MCHA.CHARG = MCH1.CHARG","edge MCH1>MCHA kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MCH1/ + /neo/tables/MCHA/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#15","PP-PI","15","MARM","T006","T006","MARM(FK)->T006(PK) card= join=FROM MARM JOIN T006 ON MARM.MEINH = T006.MSEHI","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T006"" but the JOIN sentence reads FROM MARM JOIN T006. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T006"" and data/sapData.ts stores role=child,table=<self>. The real edge T006>MARM therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T006/ renders a self-loop chip ""T006"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: MARM=true T006=true; edge recovered from another ER row: NO"
"PP-PI:ER#16","PP-PI","16","MAST","MARA","MAST","MAST(FK)->MARA(PK) card= join=FROM MAST JOIN MARA ON MAST.MATNR = MARA.MATNR","edge MARA>MAST kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARA/ + /neo/tables/MAST/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#17","PP-PI","17","STKO","MAST","STKO","STKO(FK)->MAST(PK) card= join=FROM STKO JOIN MAST ON STKO.STLNR = MAST.STLNR","edge MAST>STKO kind=unstated mods=PP-PI says=1 contested=true","TRANSFORMED","CONTESTED: the opposite edge STKO>MAST is also recorded; NEO keeps both and flags it; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MAST/ + /neo/tables/STKO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#18","PP-PI","18","STPO","STKO","STPO","STPO(FK)->STKO(PK) card= join=FROM STPO JOIN STKO ON STPO.STLNR = STKO.STLNR AND STPO.STLTY = STKO.STLTY","edge STKO>STPO kind=n-1 mods=PM+PP-PI says=2 contested=false","TRANSFORMED","DUPLICATE: the ER map states 2 rows for the same STKO>STPO pair; NEO collapses them into ONE edge with 2 says; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/STKO/ + /neo/tables/STPO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#19","PP-PI","19","STAS","STKO","STAS","STAS(FK)->STKO(PK) card= join=FROM STAS JOIN STKO ON STAS.STLNR = STKO.STLNR","edge STKO>STAS kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/STKO/ + /neo/tables/STAS/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#20","PP-PI","20","STZU","STKO","STZU","STZU(FK)->STKO(PK) card= join=FROM STZU JOIN STKO ON STZU.STLNR = STKO.STLNR","edge STKO>STZU kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/STKO/ + /neo/tables/STZU/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#21","PP-PI","21","STPU","STPO","STPU","STPU(FK)->STPO(PK) card= join=FROM STPU JOIN STPO ON STPU.STLKN = STPO.STLKN","edge STPO>STPU kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/STPO/ + /neo/tables/STPU/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#22","PP-PI","22","KDST","MAST","KDST","KDST(FK)->MAST(PK) card= join=FROM KDST JOIN MAST ON KDST.MATNR = MAST.MATNR","edge MAST>KDST kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MAST/ + /neo/tables/KDST/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#23","PP-PI","23","PLKO","MAPL","PLKO","PLKO(FK)->MAPL(PK) card= join=FROM PLKO JOIN MAPL ON PLKO.PLNTY = MAPL.PLNTY AND PLKO.PLNNR = MAPL.PLNNR","edge MAPL>PLKO kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MAPL/ + /neo/tables/PLKO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#24","PP-PI","24","PLPO","PLAS","PLPO","PLPO(FK)->PLAS(PK) card= join=FROM PLPO JOIN PLAS ON PLPO.PLNTY = PLAS.PLNTY AND PLPO.PLNNR = PLAS.PLNNR AND PLPO.PLNKN = PLAS.PLNKN","edge PLAS>PLPO kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLAS/ + /neo/tables/PLPO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#25","PP-PI","25","PLAS","PLKO","PLAS","PLAS(FK)->PLKO(PK) card= join=FROM PLAS JOIN PLKO ON PLAS.PLNTY = PLKO.PLNTY AND PLAS.PLNNR = PLKO.PLNNR","edge PLKO>PLAS kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLKO/ + /neo/tables/PLAS/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#26","PP-PI","26","PLFL","PLKO","PLFL","PLFL(FK)->PLKO(PK) card= join=FROM PLFL JOIN PLKO ON PLFL.PLNNR = PLKO.PLNNR","edge PLKO>PLFL kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLKO/ + /neo/tables/PLFL/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#27","PP-PI","27","PLMZ","PLPO","PLMZ","PLMZ(FK)->PLPO(PK) card= join=FROM PLMZ JOIN PLPO ON PLMZ.PLNKN = PLPO.PLNKN","edge PLPO>PLMZ kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLPO/ + /neo/tables/PLMZ/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#28","PP-PI","28","PLMK","PLPO","PLMK","PLMK(FK)->PLPO(PK) card= join=FROM PLMK JOIN PLPO ON PLMK.PLNKN = PLPO.PLNKN","edge PLPO>PLMK kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLPO/ + /neo/tables/PLMK/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#29","PP-PI","29","MAPL","MARC","MAPL","MAPL(FK)->MARC(PK) card= join=FROM MAPL JOIN MARC ON MAPL.MATNR = MARC.MATNR AND MAPL.WERKS = MARC.WERKS","edge MARC>MAPL kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARC/ + /neo/tables/MAPL/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#30","PP-PI","30","FHMI","PLPO","FHMI","FHMI(FK)->PLPO(PK) card= join=FROM FHMI JOIN PLPO ON FHMI.PLNKN = PLPO.PLNKN","edge PLPO>FHMI kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLPO/ + /neo/tables/FHMI/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#31","PP-PI","31","PLZU","PLKO","PLZU","PLZU(FK)->PLKO(PK) card= join=FROM PLZU JOIN PLKO ON PLZU.PLNNR = PLKO.PLNNR","edge PLKO>PLZU kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/PLKO/ + /neo/tables/PLZU/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#32","PP-PI","32","PLPO","TC60","TC60","PLPO(FK)->TC60(PK) card= join=FROM PLPO JOIN TC60 ON PLPO.STEUS = TC60.STEUS","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TC60"" but the JOIN sentence reads FROM PLPO JOIN TC60. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TC60"" and data/sapData.ts stores role=child,table=<self>. The real edge TC60>PLPO therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TC60/ renders a self-loop chip ""TC60"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: PLPO=true TC60=true; edge recovered from another ER row: NO"
"PP-PI:ER#33","PP-PI","33","PLKO","TCA01","TCA01","PLKO(FK)->TCA01(PK) card= join=FROM PLKO JOIN TCA01 ON PLKO.PROFIDNETZ = TCA01.PROFIDNETZ","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TCA01"" but the JOIN sentence reads FROM PLKO JOIN TCA01. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TCA01"" and data/sapData.ts stores role=child,table=<self>. The real edge TCA01>PLKO therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TCA01/ renders a self-loop chip ""TCA01"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: PLKO=true TCA01=true; edge recovered from another ER row: NO"
"PP-PI:ER#34","PP-PI","34","MKAL","MARC","MKAL","MKAL(FK)->MARC(PK) card= join=FROM MKAL JOIN MARC ON MKAL.MATNR = MARC.MATNR AND MKAL.WERKS = MARC.WERKS","edge MARC>MKAL kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/MARC/ + /neo/tables/MKAL/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#35","PP-PI","35","CRTX","CRHD","CRTX","CRTX(FK)->CRHD(PK) card= join=FROM CRTX JOIN CRHD ON CRTX.OBJID = CRHD.OBJID AND CRTX.OBJTY = CRHD.OBJTY","edge CRHD>CRTX kind=n-1 mods=PM+PP-PI says=2 contested=false","TRANSFORMED","DUPLICATE: the ER map states 2 rows for the same CRHD>CRTX pair; NEO collapses them into ONE edge with 2 says; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRHD/ + /neo/tables/CRTX/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#36","PP-PI","36","CRCO","CRHD","CRCO","CRCO(FK)->CRHD(PK) card= join=FROM CRCO JOIN CRHD ON CRCO.OBJID = CRHD.OBJID AND CRCO.OBJTY = CRHD.OBJTY","edge CRHD>CRCO kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRHD/ + /neo/tables/CRCO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#37","PP-PI","37","CRCA","CRHD","CRCA","CRCA(FK)->CRHD(PK) card= join=FROM CRCA JOIN CRHD ON CRCA.OBJID = CRHD.OBJID AND CRCA.OBJTY = CRHD.OBJTY","edge CRHD>CRCA kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRHD/ + /neo/tables/CRCA/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#38","PP-PI","38","KAKO","CRCA","KAKO","KAKO(FK)->CRCA(PK) card= join=FROM KAKO JOIN CRCA ON KAKO.KAPID = CRCA.KAPID","edge CRCA>KAKO kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRCA/ + /neo/tables/KAKO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#39","PP-PI","39","FHMI","CRFH","CRFH","FHMI(FK)->CRFH(PK) card= join=FROM FHMI JOIN CRFH ON FHMI.FHMNR = CRFH.FHMNR","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""CRFH"" but the JOIN sentence reads FROM FHMI JOIN CRFH. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""CRFH"" and data/sapData.ts stores role=child,table=<self>. The real edge CRFH>FHMI therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/CRFH/ renders a self-loop chip ""CRFH"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: FHMI=true CRFH=true; edge recovered from another ER row: NO"
"PP-PI:ER#40","PP-PI","40","CRVD_A","CRHD","CRVD_A","CRVD_A(FK)->CRHD(PK) card= join=FROM CRVD_A JOIN CRHD ON CRVD_A.OBJID = CRHD.OBJID","edge CRHD>CRVD_A kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRHD/ + /neo/tables/CRVD_A/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#41","PP-PI","41","CSLA","CRCO","CSLA","CSLA(FK)->CRCO(PK) card= join=FROM CSLA JOIN CRCO ON CSLA.LSTAR = CRCO.LSTAR","edge CRCO>CSLA kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/CRCO/ + /neo/tables/CSLA/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#42","PP-PI","42","KAZT","KAKO","KAZT","KAZT(FK)->KAKO(PK) card= join=FROM KAZT JOIN KAKO ON KAZT.KAPID = KAKO.KAPID","edge KAKO>KAZT kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/KAKO/ + /neo/tables/KAZT/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#43","PP-PI","43","AFKO","AUFK","AFKO","AFKO(FK)->AUFK(PK) card= join=FROM AFKO JOIN AUFK ON AFKO.AUFNR = AUFK.AUFNR","edge AUFK>AFKO kind=1-1 mods=PP-PI+PM says=2 contested=false","TRANSFORMED","DUPLICATE: the ER map states 2 rows for the same AUFK>AFKO pair; NEO collapses them into ONE edge with 2 says; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AUFK/ + /neo/tables/AFKO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#44","PP-PI","44","AFPO","AFKO","AFPO","AFPO(FK)->AFKO(PK) card= join=FROM AFPO JOIN AFKO ON AFPO.AUFNR = AFKO.AUFNR","edge AFKO>AFPO kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/AFPO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#45","PP-PI","45","AFVC","AFKO","AFVC","AFVC(FK)->AFKO(PK) card= join=FROM AFVC JOIN AFKO ON AFVC.AUFPL = AFKO.AUFPL","edge AFKO>AFVC kind=n-1 mods=PM+PP-PI says=2 contested=false","TRANSFORMED","DUPLICATE: the ER map states 2 rows for the same AFKO>AFVC pair; NEO collapses them into ONE edge with 2 says; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/AFVC/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#46","PP-PI","46","RESB","AFKO","RESB","RESB(FK)->AFKO(PK) card= join=FROM RESB JOIN AFKO ON RESB.AUFNR = AFKO.AUFNR","edge AFKO>RESB kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/RESB/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#47","PP-PI","47","AFRU","AFKO","AFRU","AFRU(FK)->AFKO(PK) card= join=FROM AFRU JOIN AFKO ON AFRU.AUFNR = AFKO.AUFNR","edge AFKO>AFRU kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/AFRU/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#48","PP-PI","48","AFFH","AFKO","AFFH","AFFH(FK)->AFKO(PK) card= join=FROM AFFH JOIN AFKO ON AFFH.AUFPL = AFKO.AUFPL","edge AFKO>AFFH kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/AFFH/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#49","PP-PI","49","AFFL","AFKO","AFFL","AFFL(FK)->AFKO(PK) card= join=FROM AFFL JOIN AFKO ON AFFL.AUFPL = AFKO.AUFPL","edge AFKO>AFFL kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AFKO/ + /neo/tables/AFFL/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#50","PP-PI","50","MARA","T134","T134","MARA(FK)->T134(PK) card= join=FROM MARA JOIN T134 ON MARA.MTART = T134.MTART","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T134"" but the JOIN sentence reads FROM MARA JOIN T134. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T134"" and data/sapData.ts stores role=child,table=<self>. The real edge T134>MARA therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T134/ renders a self-loop chip ""T134"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: MARA=true T134=true; edge recovered from another ER row: NO"
"PP-PI:ER#51","PP-PI","51","T134T","T134","T134T","T134T(FK)->T134(PK) card= join=FROM T134T JOIN T134 ON T134T.MTART = T134.MTART","edge T134>T134T kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/T134/ + /neo/tables/T134T/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#52","PP-PI","52","MARA","T023","T023","MARA(FK)->T023(PK) card= join=FROM MARA JOIN T023 ON MARA.MATKL = T023.MATKL","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T023"" but the JOIN sentence reads FROM MARA JOIN T023. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T023"" and data/sapData.ts stores role=child,table=<self>. The real edge T023>MARA therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T023/ renders a self-loop chip ""T023"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: MARA=true T023=true; edge recovered from another ER row: NO"
"PP-PI:ER#53","PP-PI","53","T023T","T023","T023T","T023T(FK)->T023(PK) card= join=FROM T023T JOIN T023 ON T023T.MATKL = T023.MATKL","edge T023>T023T kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/T023/ + /neo/tables/T023T/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#54","PP-PI","54","AUFK","T399X","T399X","AUFK(FK)->T399X(PK) card= join=FROM AUFK JOIN T399X ON AUFK.WERKS = T399X.WERKS AND AUFK.AUART = T399X.AUART","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T399X"" but the JOIN sentence reads FROM AUFK JOIN T399X. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T399X"" and data/sapData.ts stores role=child,table=<self>. The real edge T399X>AUFK therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T399X/ renders a self-loop chip ""T399X"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: AUFK=true T399X=true; edge recovered from another ER row: NO"
"PP-PI:ER#55","PP-PI","55","T399X","TCK03","TCK03","T399X(FK)->TCK03(PK) card= join=FROM T399X JOIN TCK03 ON T399X.KLVARP = TCK03.KLVAR","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TCK03"" but the JOIN sentence reads FROM T399X JOIN TCK03. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TCK03"" and data/sapData.ts stores role=child,table=<self>. The real edge TCK03>T399X therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TCK03/ renders a self-loop chip ""TCK03"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: T399X=true TCK03=true; edge recovered from another ER row: NO"
