scope,book,chapter,id,dimension,source,served,status,severity,evidence
section,book7,4+7,F2502,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1511->1555 chars, HE 1335->1104 chars. Neither language dropped."
section,book7,4+7,F6352,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1009->965 chars, HE 898->901 chars. Neither language dropped."
section,book7,4+7,F3110,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 977->974 chars, HE 913->916 chars. Neither language dropped."
section,book7,4+7,F0843,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1266->1295 chars, HE 1137->1124 chars. Neither language dropped."
section,book7,4+7,F3244,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1018->955 chars, HE 834->753 chars. Neither language dropped."
section,book7,4+7,F1595,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1500->1431 chars, HE 1191->975 chars. Neither language dropped."
section,book7,4+7,F6266,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 706->701 chars, HE 613->547 chars. Neither language dropped."
section,book7,4+7,F1076,bilingual body,2 distinct variants (ch4 and ch7),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch4.json and ch7.json now carry the ch7 text. EN 1226->1295 chars, HE 1127->1086 chars. Neither language dropped."
section,book7,7+11,F2351,bilingual body,2 distinct variants (ch7 and ch11),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch7.json and ch11.json now carry the ch11 text. EN 988->1149 chars, HE 913->1025 chars. Neither language dropped."
section,book7,7+11,F1602,bilingual body,2 distinct variants (ch7 and ch11),"1 variant, served to both chapters",PARTIAL,P2,"scripts/migrate-books.mjs keys its body Map by section id alone, so the second chapter's variant overwrites the first; both public/books/book7/ch7.json and ch11.json now carry the ch11 text. EN 2312->693 chars, HE 1563->618 chars. Neither language dropped."
corpus,all 11,,,english paragraph breaks,"1,872 newlines / 51 blank-line breaks in book1/ch1.sections.json alone",0 newlines in the `en` field of all 11 -full.json files,TRANSFORMED,P2,"the English body was whitespace-collapsed BEFORE data/library/book{N}-full.json — no words lost (book1 ch1: 84,304 raw chars -> 84,221), but every paragraph boundary is gone. Hebrew keeps 29,618 newlines corpus-wide. Consequence: the reader's paragraph-facing-paragraph spread can only fire on 1,672 of 4,043 bilingual sections (all in book7); the other 2,371 fall back to whole-column spread. Pre-existing, affects the old reader identically."
chapter,book1,1,,figures rendered in prose flow,11,11 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book1/?c=1: 11 figures spread over 7 of 14 subchapters, 8 of them with more subchapters below (genuinely mid-flow), 11/11 render after their subchapter's prose, 11/11 distinct src"
chapter,book1,4,,figures rendered in prose flow,74,74 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book1/?c=4: 74 figures spread over 13 of 13 subchapters, 69 of them with more subchapters below (genuinely mid-flow), 74/74 render after their subchapter's prose, 74/74 distinct src"
chapter,book1,8,,figures rendered in prose flow,45,45 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book1/?c=8: 45 figures spread over 20 of 25 subchapters, 43 of them with more subchapters below (genuinely mid-flow), 45/45 render after their subchapter's prose, 45/45 distinct src"
chapter,book2,2,,figures rendered in prose flow,9,9 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book2/?c=2: 9 figures spread over 7 of 13 subchapters, 9 of them with more subchapters below (genuinely mid-flow), 9/9 render after their subchapter's prose, 9/9 distinct src"
chapter,book2,7,,figures rendered in prose flow,58,58 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book2/?c=7: 58 figures spread over 30 of 34 subchapters, 56 of them with more subchapters below (genuinely mid-flow), 58/58 render after their subchapter's prose, 58/58 distinct src"
chapter,book2,14,,figures rendered in prose flow,36,36 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book2/?c=14: 36 figures spread over 15 of 18 subchapters, 33 of them with more subchapters below (genuinely mid-flow), 36/36 render after their subchapter's prose, 36/36 distinct src"
chapter,book3,3,,figures rendered in prose flow,15,15 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book3/?c=3: 15 figures spread over 10 of 10 subchapters, 14 of them with more subchapters below (genuinely mid-flow), 15/15 render after their subchapter's prose, 15/15 distinct src"
chapter,book3,9,,figures rendered in prose flow,24,24 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book3/?c=9: 24 figures spread over 19 of 24 subchapters, 22 of them with more subchapters below (genuinely mid-flow), 24/24 render after their subchapter's prose, 24/24 distinct src"
chapter,book3,16,,figures rendered in prose flow,35,35 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book3/?c=16: 35 figures spread over 10 of 18 subchapters, 34 of them with more subchapters below (genuinely mid-flow), 35/35 render after their subchapter's prose, 35/35 distinct src"
chapter,book4,2,,figures rendered in prose flow,63,63 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book4/?c=2: 63 figures spread over 23 of 23 subchapters, 61 of them with more subchapters below (genuinely mid-flow), 63/63 render after their subchapter's prose, 63/63 distinct src"
chapter,book4,6,,figures rendered in prose flow,92,92 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book4/?c=6: 92 figures spread over 22 of 23 subchapters, 87 of them with more subchapters below (genuinely mid-flow), 92/92 render after their subchapter's prose, 92/92 distinct src"
chapter,book4,10,,figures rendered in prose flow,23,23 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book4/?c=10: 23 figures spread over 13 of 13 subchapters, 21 of them with more subchapters below (genuinely mid-flow), 23/23 render after their subchapter's prose, 23/23 distinct src"
chapter,book5,4,,figures rendered in prose flow,44,44 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book5/?c=4: 44 figures spread over 24 of 26 subchapters, 41 of them with more subchapters below (genuinely mid-flow), 44/44 render after their subchapter's prose, 44/44 distinct src"
chapter,book5,11,,figures rendered in prose flow,21,21 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book5/?c=11: 21 figures spread over 12 of 13 subchapters, 20 of them with more subchapters below (genuinely mid-flow), 21/21 render after their subchapter's prose, 21/21 distinct src"
chapter,book5,18,,figures rendered in prose flow,59,59 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book5/?c=18: 59 figures spread over 40 of 44 subchapters, 58 of them with more subchapters below (genuinely mid-flow), 59/59 render after their subchapter's prose, 59/59 distinct src"
chapter,book6,2,,figures rendered in prose flow,127,127 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book6/?c=2: 127 figures spread over 16 of 16 subchapters, 122 of them with more subchapters below (genuinely mid-flow), 127/127 render after their subchapter's prose, 127/127 distinct src"
chapter,book6,5,,figures rendered in prose flow,52,52 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book6/?c=5: 52 figures spread over 5 of 5 subchapters, 39 of them with more subchapters below (genuinely mid-flow), 52/52 render after their subchapter's prose, 52/52 distinct src"
chapter,book6,9,,figures rendered in prose flow,47,47 inline / 0 tail,EXACT,P3,"browser at localhost:3111/neo/read/book6/?c=9: 47 figures spread over 5 of 5 subchapters, 38 of them with more subchapters below (genuinely mid-flow), 47/47 render after their subchapter's prose, 47/47 distinct src"
